,team,min,pts,fgm,fga,threepm,threepa,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,point_diff
343,MIN,240,138,47,92,22,47,22,26,8,36,44,30,12,2,11,19,19
344,WAS,240,127,44,85,13,31,26,31,7,29,36,30,10,1,8,13,8
345,DET,240,109,41,85,13,30,14,19,10,28,38,23,10,6,16,22,-4
346,LAL,240,119,48,91,13,35,10,11,9,32,41,25,3,1,15,23,-8
347,CLE,240,113,45,88,10,26,13,23,12,32,44,28,7,4,16,16,4
348,LAC,240,92,31,86,11,35,19,21,8,35,43,23,10,8,12,13,-29
349,UTA,240,121,47,97,16,44,11,14,15,44,59,30,9,5,12,18,29
350,PHI,240,111,37,75,16,38,21,23,5,33,38,23,9,4,12,21,10
351,ATL,240,120,45,91,13,28,17,21,7,33,40,28,12,6,10,20,15
352,NOP,240,124,48,96,14,34,14,18,13,45,58,24,13,4,10,21,33
353,WAS,240,97,34,79,13,34,16,21,3,35,38,19,2,6,13,27,-3
354,MEM,240,105,40,86,8,22,17,23,15,33,48,18,6,10,17,18,-15
355,CHI,240,102,35,85,7,27,25,31,13,24,37,20,6,0,11,18,-27
356,PHX,240,129,47,84,11,25,24,26,10,39,49,23,5,4,13,20,27
357,SAC,240,97,33,79,13,36,18,24,8,29,37,23,5,6,16,14,-29
358,BOS,240,126,46,82,22,40,12,17,6,37,43,33,11,1,13,23,29
359,SAS,240,91,32,89,11,44,16,20,8,32,40,22,5,4,16,12,-33
360,IND,240,121,47,101,14,43,13,19,16,30,46,29,7,4,13,26,3
361,HOU,240,118,39,79,12,27,28,32,5,37,42,24,9,8,16,19,-3
362,NYK,240,100,31,90,10,33,28,36,19,41,60,18,9,3,13,20,3
363,DEN,265,116,46,92,10,33,14,18,13,38,51,35,6,3,19,24,-3
364,CLE,265,119,44,98,14,37,17,26,15,31,46,31,11,4,11,17,3
365,MIA,240,120,46,95,18,51,10,12,11,35,46,25,5,0,6,19,12
366,OKC,240,108,40,84,10,34,18,23,11,36,47,19,4,5,12,10,-12
367,TOR,265,123,49,97,12,37,13,20,16,30,46,25,8,2,12,19,-5
368,LAL,265,128,47,96,19,43,15,21,13,30,43,33,6,4,14,19,5
369,POR,240,123,48,96,13,35,14,24,17,20,37,29,14,4,14,26,-5
370,BKN,240,128,45,77,10,25,28,33,13,32,45,24,7,4,21,22,5
371,DAL,240,101,37,80,12,32,15,21,11,29,40,21,4,3,12,17,-10
372,ORL,240,120,47,97,11,30,15,21,10,35,45,24,3,4,14,21,-14
373,DET,240,134,47,94,20,43,20,31,10,35,45,34,11,3,9,21,14
374,ATL,240,106,40,93,13,37,13,14,12,31,43,28,6,2,13,23,-10
375,CHA,240,116,43,87,11,35,19,23,11,32,43,30,8,8,9,18,10
376,TOR,240,103,38,83,11,32,16,21,13,30,43,14,5,1,11,12,3
377,LAL,240,104,39,93,10,44,16,23,13,25,38,23,7,4,14,25,-20
378,WAS,240,109,41,87,5,23,22,31,13,35,48,26,7,8,11,18,-18
379,DEN,240,127,46,90,15,37,20,21,8,33,41,30,7,3,10,25,18
380,PHI,240,118,41,79,12,32,24,28,7,32,39,24,6,2,11,25,4
381,CLE,240,114,39,80,9,28,27,32,8,31,39,25,9,4,9,17,-4
382,NYK,240,128,40,80,16,38,32,39,9,38,47,31,9,8,11,14,30
383,POR,240,98,40,91,11,34,7,14,10,31,41,26,1,3,12,31,-30
384,BKN,240,111,45,91,9,26,12,15,19,26,45,28,2,2,11,21,-2
385,DAL,240,113,41,83,12,34,19,19,9,28,37,21,5,2,11,17,2
386,BOS,240,110,38,81,15,40,19,22,8,45,53,23,4,4,10,15,22
387,HOU,240,112,42,85,16,39,12,19,9,24,33,26,9,3,12,13,-17
388,MIN,240,124,40,90,17,42,27,31,15,36,51,22,7,6,17,23,20
389,SAS,240,122,43,98,19,41,17,20,15,33,48,31,10,2,12,18,2
390,OKC,240,120,43,82,13,35,21,29,10,37,47,24,11,1,19,18,-2
391,CHI,240,110,43,91,12,34,12,17,5,32,37,28,10,2,12,22,-15
392,UTA,240,125,42,83,19,39,22,29,10,37,47,20,8,6,17,18,15
393,GSW,240,88,32,86,11,48,13,16,7,31,38,19,8,4,8,21,-22
394,PHX,240,129,53,95,13,33,10,13,13,36,49,32,5,4,11,18,17
395,SAC,240,126,46,94,16,43,18,21,7,32,39,27,8,5,15,21,-9
396,MIL,240,135,47,89,18,35,23,32,8,39,47,21,12,3,13,19,9
397,LAC,240,100,38,78,11,30,13,15,10,31,41,27,7,2,14,15,-3
398,MIA,240,105,29,72,12,33,35,39,7,37,44,20,1,1,13,21,7
399,DET,240,98,37,80,10,34,14,22,6,33,39,23,6,5,13,30,-7
400,IND,240,102,41,98,6,30,14,19,16,33,49,23,4,3,19,21,-33
401,MEM,240,135,54,105,15,40,12,20,18,33,51,38,11,11,10,16,33
402,ORL,240,108,36,95,15,41,21,27,11,26,37,25,2,4,12,25,-42
403,NOP,240,115,43,86,12,34,17,24,13,32,45,29,7,4,17,19,-16
404,PHX,240,131,49,90,18,34,15,15,6,28,34,35,9,2,9,22,16
405,BKN,240,150,53,88,16,27,28,34,7,41,48,35,9,4,13,23,42
406,CLE,265,120,41,86,15,30,23,32,12,37,49,28,7,4,12,19,9
407,TOR,240,114,39,96,10,37,26,36,19,45,64,24,8,9,13,20,11
408,CHA,240,134,49,91,20,35,16,21,8,29,37,33,12,7,6,17,18
409,OKC,240,116,42,90,16,44,16,19,13,36,49,31,4,3,18,19,-18
410,LAL,240,103,34,87,13,42,22,29,9,34,43,20,7,7,13,27,-11
411,POR,240,113,44,88,10,24,15,21,11,45,56,25,4,9,21,25,-9
412,ATL,240,122,40,109,12,48,30,32,17,32,49,28,13,6,4,15,9
413,DEN,240,114,44,82,13,33,13,20,6,36,42,29,8,3,14,24,4
414,PHI,240,110,36,84,12,33,26,32,11,37,48,25,8,6,13,17,-4
415,MIN,240,149,52,90,17,33,28,32,7,33,40,28,8,3,16,20,10
416,LAC,265,111,43,98,12,36,13,17,12,31,43,29,5,8,11,24,-9
417,GSW,240,126,45,84,18,45,18,22,6,38,44,26,7,4,13,21,14
418,WAS,240,112,42,82,10,26,18,23,5,30,35,28,7,1,12,18,-14
419,SAS,240,139,52,97,13,35,22,26,9,27,36,33,5,11,15,24,-10
420,CHI,240,103,36,88,10,34,21,22,9,31,40,22,5,5,15,20,-9
421,SAC,240,112,39,82,10,25,24,26,7,38,45,25,10,3,16,21,9
422,UTA,240,111,37,93,17,48,20,24,13,32,45,21,7,4,14,23,-6
423,MIL,240,117,40,86,12,31,25,29,6,36,42,21,10,3,14,19,6
424,LAC,240,106,40,89,10,30,16,20,11,35,46,25,5,3,6,15,4
425,PHI,265,116,35,92,14,37,32,37,10,35,45,21,7,3,8,17,2
426,DET,240,102,36,80,12,29,18,20,8,36,44,23,3,4,10,18,-4
427,IND,240,128,46,89,15,35,21,26,15,28,43,23,7,4,15,21,-3
428,OKC,240,118,41,97,13,41,23,28,14,30,44,25,7,8,11,21,-7
429,BKN,240,110,44,89,6,29,16,22,12,27,39,30,11,3,14,19,3
430,NYK,240,107,39,83,11,29,18,21,11,29,40,27,8,5,17,21,-3
431,MEM,240,125,48,102,11,29,18,20,20,37,57,30,8,5,13,20,7
432,PHX,240,140,58,102,12,33,12,14,14,37,51,36,12,5,11,24,29
433,LAL,240,111,36,81,16,40,23,31,7,30,37,24,4,2,19,14,-29
434,ATL,240,131,46,84,17,38,22,24,9,27,36,27,9,3,12,21,3
435,DAL,240,95,33,74,15,37,14,19,4,38,42,20,7,5,18,16,3
436,HOU,240,105,39,77,12,31,15,25,9,30,39,24,3,4,25,26,-25
437,NOP,240,130,48,93,10,32,24,34,14,31,45,30,17,3,11,20,25
438,ORL,265,114,41,91,18,43,14,20,8,42,50,28,7,7,12,27,-2
439,BOS,240,92,33,88,9,37,17,19,11,34,45,16,8,3,11,12,-3
440,SAS,240,108,42,102,11,34,13,16,15,37,52,28,6,3,12,15,-11
441,GSW,240,122,45,93,18,45,14,15,12,43,55,33,3,7,12,19,13
442,CLE,240,91,36,86,5,24,14,17,5,35,40,19,7,4,14,19,-10
443,POR,240,127,48,93,11,30,20,22,12,31,43,21,10,3,11,21,9
444,WAS,240,118,39,83,14,34,26,27,9,26,35,26,7,8,15,16,-9
445,SAC,240,125,47,94,13,33,18,21,8,25,33,27,6,3,7,20,-9
446,TOR,240,127,48,102,12,31,19,25,23,27,50,28,12,6,8,23,12
447,DEN,240,115,43,78,11,27,18,24,9,30,39,32,4,5,19,23,-12
448,MIL,240,109,38,92,17,44,16,23,8,31,39,27,8,2,5,16,-13
449,MIN,240,113,35,83,15,42,28,32,6,40,46,21,12,5,15,19,9
450,MIA,240,104,35,88,15,45,19,25,11,42,53,23,7,1,18,24,-9
451,IND,240,119,45,92,14,36,15,15,9,38,47,23,6,10,13,20,11
452,CHI,240,101,39,88,9,21,14,15,8,38,46,20,12,5,14,18,10
453,UTA,240,134,48,86,16,41,22,31,10,34,44,21,4,5,10,20,9
454,MEM,240,118,46,104,9,26,17,29,19,35,54,23,8,16,10,27,4
455,NYK,240,114,38,90,10,25,28,37,15,39,54,23,8,6,16,31,-4
456,WAS,240,109,39,85,9,27,22,33,14,33,47,21,6,6,11,18,-13
457,LAL,240,122,48,91,14,31,12,17,7,30,37,25,5,3,9,25,13
458,PHX,240,112,44,88,11,36,13,17,5,35,40,27,7,8,16,23,-5
459,ATL,240,112,43,90,9,31,17,19,15,32,47,28,5,3,10,19,6
460,TOR,240,117,42,94,14,32,19,21,12,36,48,19,11,4,17,19,5
461,UTA,240,102,37,92,13,40,15,23,16,41,57,20,10,8,17,26,-2
462,SAS,240,104,34,85,6,29,30,43,14,40,54,15,8,6,13,20,2
463,MIA,240,117,41,86,11,35,24,27,8,34,42,28,9,6,9,26,12
464,NOP,240,120,43,86,15,39,19,25,13,27,40,31,9,2,17,21,-22
465,CLE,240,105,35,79,8,25,27,29,7,33,40,25,5,2,18,23,-12
466,HOU,240,100,41,86,6,30,12,19,5,34,39,29,9,3,13,23,-13
467,CHA,240,142,52,87,22,47,16,20,6,32,38,41,11,1,14,23,22
468,DAL,240,113,40,88,11,36,22,28,12,35,47,20,6,8,14,21,13
469,LAC,240,106,40,82,12,32,14,17,6,30,36,22,7,3,12,20,-6
470,BOS,240,114,42,90,6,32,24,30,13,34,47,23,10,3,9,19,11
471,DET,240,103,35,83,10,34,23,24,11,31,42,21,4,4,14,22,-11
472,ORL,240,118,40,86,16,40,22,25,10,39,49,31,4,3,12,11,8
473,MIN,240,110,41,90,15,45,13,13,5,32,37,24,8,5,9,24,-8
474,PHI,240,100,30,93,14,36,26,30,17,33,50,19,5,5,20,19,-29
475,BKN,240,129,51,91,18,40,9,17,10,35,45,29,13,15,12,22,29
476,GSW,240,113,42,88,14,42,15,20,8,28,36,26,9,4,8,25,11
477,DEN,240,102,35,84,7,31,25,32,12,37,49,19,5,6,13,20,-11
478,POR,240,85,29,89,9,36,18,22,9,27,36,19,4,2,10,23,-38
479,CHA,240,101,36,85,8,33,21,28,15,31,46,18,8,7,16,15,-14
480,UTA,240,123,42,81,17,46,22,27,6,44,50,31,3,5,9,23,38
481,PHX,240,111,45,99,11,37,10,10,14,41,55,26,8,5,15,18,21
482,MIA,240,90,35,88,10,33,10,13,6,32,38,27,8,5,15,9,-21
483,WAS,240,109,41,87,10,27,17,20,9,32,41,26,10,3,13,13,-6
484,LAC,240,115,43,86,16,32,13,13,7,34,41,21,6,10,12,15,6
485,ATL,240,115,43,86,11,38,18,22,7,37,44,26,6,3,9,20,-9
486,MIL,240,124,47,94,12,35,18,23,11,39,50,24,7,2,9,19,9
487,OKC,240,102,36,87,14,43,16,24,9,33,42,26,8,0,16,18,-30
488,ORL,240,108,36,76,14,37,22,26,7,38,45,25,4,1,19,20,6
489,MIN,240,132,45,86,22,52,20,26,6,42,48,34,10,5,14,18,30
490,CHI,240,114,40,76,3,15,31,35,2,31,33,19,13,0,11,15,6
491,NOP,240,102,41,93,7,31,13,18,10,31,41,23,11,2,11,22,-6
492,BOS,240,115,46,93,12,37,11,14,16,31,47,30,10,8,11,20,14
493,DET,240,108,42,82,11,31,13,17,5,27,32,25,6,3,16,25,-6
494,TOR,240,119,41,85,11,30,26,28,13,34,47,12,7,1,10,23,15
495,NYK,240,107,36,84,9,34,26,33,14,41,55,20,3,3,13,25,30
496,DAL,240,77,27,86,6,44,17,25,12,25,37,11,3,4,8,24,-30
497,HOU,265,139,52,102,17,40,18,19,10,40,50,25,7,4,20,21,9
498,LAL,265,130,47,101,18,47,18,26,12,36,48,25,10,7,16,21,-9
499,DEN,240,106,40,82,9,35,17,19,10,41,51,26,11,3,20,20,6
500,SAC,240,100,38,85,12,34,12,18,8,30,38,24,11,5,16,22,-6
501,SAS,240,104,38,84,9,32,19,20,7,29,36,24,5,4,14,18,-15
502,MEM,240,132,48,101,16,44,20,24,15,37,52,30,8,6,12,20,21
503,LAC,240,97,33,93,12,39,19,23,12,35,47,23,12,3,13,12,-15
504,GSW,240,112,44,92,13,34,11,13,10,41,51,33,8,6,16,20,15
505,ORL,240,99,35,92,7,39,22,25,8,45,53,17,6,2,12,20,-3
506,CHA,240,121,45,92,13,41,18,22,10,31,41,26,12,3,15,24,-11
507,OKC,240,115,42,84,16,39,15,21,6,30,36,26,6,5,16,20,-27
508,BKN,240,132,46,82,18,35,22,29,6,32,38,33,8,4,16,20,11
509,PHX,240,102,35,92,13,37,19,23,7,45,52,24,7,6,10,20,3
510,NOP,240,111,41,88,11,34,18,27,12,33,45,24,9,3,15,18,-21
511,MIL,240,142,53,100,20,40,16,20,16,37,53,35,10,4,13,18,27
512,IND,240,124,49,91,16,32,10,15,11,27,38,35,6,7,18,20,-3
513,CLE,240,127,47,94,9,32,24,27,14,26,40,25,13,6,8,16,3
514,MIA,240,123,49,91,14,31,11,14,13,37,50,26,3,4,15,17,17
515,POR,240,81,23,83,7,28,28,38,8,34,42,11,10,5,18,30,-43
516,DET,265,113,43,93,12,33,15,23,15,32,47,27,7,2,14,27,3
517,PHI,240,121,41,84,12,30,27,34,8,30,38,29,5,5,10,19,15
518,DEN,240,131,46,84,10,32,29,41,7,34,41,39,8,5,9,25,7
519,NYK,240,131,47,92,18,42,19,23,9,38,47,19,7,6,9,31,16
520,HOU,240,106,39,88,13,43,15,22,9,24,33,22,8,7,11,24,-17
521,SAC,240,115,39,80,11,32,26,36,4,36,40,23,4,2,12,16,-16
522,MIN,240,124,38,92,13,43,35,44,19,48,67,21,10,9,22,25,43
523,DAL,240,111,39,88,17,46,16,20,9,34,43,19,9,5,9,21,8
524,GSW,240,124,45,88,17,40,17,23,9,32,41,29,5,0,14,30,-7
525,ATL,265,110,42,93,11,38,15,22,13,35,48,28,3,6,14,25,-3
526,UTA,240,103,36,83,12,31,19,24,12,33,45,22,5,6,14,20,-8
527,SAS,240,117,46,84,9,26,16,30,12,35,47,28,6,7,18,18,7
528,CHI,240,106,39,87,8,24,20,26,14,34,48,22,5,4,13,24,-15
529,LAL,240,110,43,91,8,26,16,23,12,31,43,19,7,3,15,26,-7
530,TOR,240,96,37,94,6,24,16,26,14,31,45,17,13,3,7,20,-8
531,BOS,240,126,40,83,17,36,29,38,10,27,37,25,9,7,10,19,6
532,BKN,240,120,45,89,12,27,18,20,12,33,45,24,6,4,16,26,-6
533,PHX,240,122,50,93,14,31,8,11,6,21,27,33,8,4,11,20,-10
534,MIL,240,132,47,87,15,32,23,29,14,34,48,31,9,6,15,19,10
535,OKC,240,103,39,92,8,40,17,19,11,36,47,20,11,9,8,19,-13
536,UTA,240,116,40,89,23,52,13,17,11,37,48,27,4,4,11,21,13
537,WAS,240,133,45,86,17,42,26,32,5,31,36,33,6,4,6,16,10
538,HOU,240,123,43,82,13,34,24,36,8,37,45,23,4,5,17,22,11
539,NYK,240,116,42,89,13,29,19,30,15,42,57,19,4,5,10,18,23
540,MEM,240,112,44,97,5,26,19,27,12,28,40,27,12,8,11,27,-11
541,IND,240,123,44,85,10,31,25,29,7,35,42,28,3,5,10,22,-10
542,LAC,240,93,33,88,11,34,16,22,9,34,43,17,2,5,10,23,-23
543,CLE,240,104,39,85,11,36,15,23,15,43,58,24,5,7,19,22,8
544,DEN,265,138,47,87,10,33,34,43,10,37,47,32,7,8,15,26,8
545,NOP,265,130,48,101,14,33,20,29,14,35,49,30,9,4,14,30,-8
546,MIA,240,99,35,72,13,28,16,19,6,32,38,20,6,3,14,19,17
547,MEM,240,124,46,92,14,34,18,27,6,49,55,25,7,4,8,14,28
548,PHI,240,82,28,82,7,41,19,23,13,28,41,13,9,4,12,17,-17
549,SAS,240,117,45,98,11,37,16,20,13,38,51,28,7,6,10,18,-6
550,MIN,240,135,48,85,15,37,24,29,9,33,42,36,10,7,11,21,14
551,SAC,240,113,46,94,9,25,12,18,10,35,45,24,5,1,16,28,-1
552,ORL,240,96,37,86,11,35,11,16,1,40,41,25,7,5,12,20,-28
553,LAL,240,124,44,89,18,41,18,21,12,35,47,25,10,6,20,18,8
554,GSW,240,116,46,92,15,34,9,19,10,31,41,22,11,4,16,20,-8
555,DAL,240,114,40,84,14,36,20,27,10,29,39,22,7,2,10,22,1
556,CHA,240,123,42,91,16,42,23,29,11,39,50,29,8,5,9,16,6
557,POR,240,121,40,85,16,38,25,30,11,30,41,24,5,1,16,23,-14
558,HOU,240,101,38,83,10,36,15,22,9,35,44,25,4,3,15,21,-15
559,DEN,240,116,39,86,13,33,25,31,10,31,41,27,10,4,10,21,15
560,MIN,240,138,49,91,22,47,18,23,7,34,41,35,17,7,18,17,37
561,MIL,240,118,43,88,10,31,22,33,12,38,50,20,5,5,14,18,6
562,CHI,240,112,47,94,10,26,8,11,5,35,40,25,5,2,12,23,-6
563,UTA,240,90,31,89,11,41,17,26,22,30,52,15,7,2,21,14,-34
564,ORL,240,103,36,95,11,37,20,21,12,43,55,24,5,4,11,18,6
565,OKC,240,101,37,86,9,35,18,21,8,31,39,19,12,4,23,16,-37
566,TOR,240,97,37,93,12,37,11,17,12,42,54,22,2,8,12,18,-6
567,WAS,240,114,46,85,14,29,8,9,7,34,41,37,2,7,14,29,-3
568,NOP,240,124,50,97,11,36,13,17,15,37,52,29,11,5,11,23,34
569,ATL,240,117,38,91,13,36,28,34,13,26,39,18,6,5,4,16,3
570,PHI,240,125,41,75,14,33,29,32,3,27,30,23,8,3,12,24,6
571,CLE,240,119,44,82,10,28,21,24,10,31,41,30,5,4,12,22,-6
572,DET,240,111,42,94,15,30,12,18,19,33,52,28,5,9,13,22,5
573,IND,240,106,39,100,10,40,18,28,21,34,55,24,4,9,14,16,-5
574,NYK,240,114,40,86,13,29,21,30,12,37,49,23,7,5,14,22,-1
575,PHX,240,115,38,85,17,34,22,27,3,30,33,28,7,3,10,22,1
576,DAL,240,122,45,85,17,37,15,20,8,24,32,29,7,1,10,16,9
577,ATL,240,130,44,84,18,40,24,28,8,25,33,26,7,3,6,15,6
578,DET,240,108,38,84,11,37,21,28,11,31,42,25,4,5,10,29,2
579,TOR,240,106,36,83,7,26,27,36,14,27,41,12,5,4,10,22,-2
580,MIA,240,113,40,77,10,30,23,28,5,30,35,27,8,6,15,22,6
581,CHI,240,124,52,88,14,26,6,7,5,27,32,30,5,2,14,19,-6
582,BKN,240,107,39,83,12,31,17,22,7,23,30,24,5,5,13,24,-6
583,MEM,240,107,42,99,13,40,10,13,17,27,44,24,10,4,7,16,-13
584,BOS,240,120,46,89,16,37,12,15,15,36,51,33,4,7,14,15,13
585,GSW,240,113,44,81,15,30,10,13,10,27,37,26,7,5,15,19,-9
586,LAC,240,132,51,93,17,27,13,15,13,33,46,32,10,3,12,22,21
587,LAL,240,111,41,84,12,35,17,22,9,27,36,26,8,4,14,17,-21
588,SAS,240,112,46,93,12,32,8,16,6,34,40,28,8,5,11,24,-3
589,SAC,240,115,39,85,10,32,27,32,9,40,49,26,6,2,14,13,3
590,POR,240,90,30,78,11,31,19,25,5,30,35,22,10,2,19,23,-30
591,PHX,240,120,40,80,14,36,26,31,7,39,46,32,14,6,16,21,30
592,DEN,240,107,40,90,12,46,15,17,10,37,47,25,11,2,16,19,-12
593,OKC,240,119,44,87,16,29,15,21,9,41,50,24,11,6,15,15,12
594,CHA,240,119,43,85,17,38,16,22,9,36,45,32,10,5,12,21,21
595,NOP,240,125,52,88,11,29,10,12,7,43,50,30,5,5,16,23,30
596,SAC,240,95,35,89,8,35,17,25,12,26,38,20,9,4,11,19,-30
597,NYK,240,108,39,91,8,28,22,32,10,30,40,20,9,3,10,25,-15
598,PHI,240,123,39,75,17,36,28,33,5,38,43,24,2,8,14,25,15
599,IND,265,122,41,94,12,37,28,35,14,40,54,23,12,7,18,19,8
600,ORL,265,114,44,97,10,32,16,20,12,40,52,22,12,5,20,28,-8
601,UTA,265,132,50,91,15,42,17,24,11,38,49,32,12,2,19,24,5
602,HOU,265,127,43,86,21,51,20,30,5,29,34,27,12,3,17,25,-5
603,MIA,240,119,44,97,21,44,10,12,9,39,48,28,9,4,12,22,-1
604,MIL,240,120,41,91,14,36,24,27,11,41,52,22,7,3,12,16,1
605,CLE,240,98,37,79,10,31,14,21,4,33,37,21,6,1,14,18,-21
606,DET,240,113,43,90,8,27,19,23,14,29,43,23,9,3,12,21,-3
607,DAL,240,109,41,82,10,35,17,27,10,35,45,24,8,7,14,19,5
608,LAL,240,104,37,82,14,34,16,20,4,33,37,22,8,6,12,20,-5
609,BOS,240,107,39,83,11,35,18,19,11,36,47,27,4,8,14,20,9
610,HOU,240,100,38,96,13,39,11,17,14,31,45,21,8,6,14,18,-13
611,LAC,240,113,42,96,13,31,16,17,17,38,55,24,7,8,16,19,13
612,MIN,240,129,47,89,16,40,19,23,6,36,42,27,10,2,16,20,15
613,ATL,240,98,36,83,7,31,19,24,5,32,37,15,8,4,10,20,-9
614,TOR,240,109,41,90,7,23,20,23,16,32,48,27,5,2,13,19,1
615,WAS,240,116,41,82,13,26,21,26,12,30,42,29,6,8,15,22,3
616,BKN,240,108,42,84,10,25,14,19,7,30,37,21,3,5,12,21,-1
617,GSW,240,114,41,90,13,45,19,22,8,32,40,26,11,3,17,25,-15
618,BKN,240,97,33,86,12,35,19,24,14,31,45,23,4,5,23,20,-36
619,MIN,240,127,47,86,18,42,15,19,8,23,31,30,12,6,13,31,5
620,OKC,240,110,40,86,11,35,19,27,7,31,38,28,12,5,17,26,-21
621,IND,240,103,35,72,15,36,18,25,4,35,39,22,4,6,22,18,-16
622,ORL,240,119,45,96,12,37,17,22,10,29,39,29,10,2,11,19,16
623,SAC,240,131,49,87,10,31,23,30,11,35,46,30,10,6,17,25,21
624,MIL,240,130,40,91,18,45,32,37,17,45,62,25,4,5,13,28,24
625,CLE,240,122,39,74,15,37,29,34,10,28,38,29,5,3,22,17,-5
626,MEM,240,118,48,89,11,26,11,19,13,42,55,24,5,6,18,18,13
627,CHA,240,106,36,93,14,39,20,32,9,31,40,22,6,1,9,27,-24
628,CHI,240,99,41,84,7,29,10,15,5,33,38,23,9,4,16,24,-13
629,TOR,240,133,51,99,18,38,13,22,16,31,47,35,17,5,13,20,36
630,MIA,240,112,40,81,12,31,20,26,9,30,39,28,8,5,14,18,13
631,SAS,240,105,41,99,9,32,14,19,12,26,38,30,13,3,9,18,-13
632,UTA,240,118,44,94,17,40,13,20,14,27,41,23,7,6,10,16,4
633,HOU,240,98,35,92,17,42,11,18,6,31,37,26,8,0,7,21,-1
634,DET,265,127,50,110,14,40,13,18,22,32,54,30,10,3,15,29,1
635,PHI,240,125,38,78,10,33,39,44,5,38,43,28,13,5,10,26,16
636,NYK,240,109,38,85,11,33,22,35,12,35,47,21,6,2,18,24,-16
637,CHA,265,126,45,89,13,31,23,34,12,34,46,25,8,8,17,19,-1
638,LAC,240,99,34,77,11,34,20,28,10,49,59,18,4,12,18,22,1
639,POR,240,92,34,91,6,36,18,26,11,31,42,22,12,3,15,25,-32
640,DAL,240,107,39,78,13,34,16,20,6,39,45,16,5,7,18,18,6
641,DEN,240,124,44,86,12,37,24,31,8,47,55,28,9,5,15,20,32
642,LAL,240,95,35,84,7,34,18,20,7,31,38,15,8,7,23,18,-28
643,PHX,240,114,44,86,13,28,13,16,10,26,36,24,7,5,9,19,-4
644,GSW,240,101,39,91,11,39,12,20,12,32,44,27,15,2,11,23,-6
645,IND,240,128,47,90,17,33,17,20,10,39,49,25,7,5,14,23,21
646,BOS,240,107,39,91,12,43,17,20,12,28,40,25,5,9,10,13,-21
647,NOP,240,123,47,92,13,30,16,25,12,39,51,29,16,3,15,19,28
648,BKN,240,126,44,92,13,34,25,33,12,28,40,24,7,5,9,24,3
649,MIL,240,123,41,78,16,38,25,38,4,39,43,24,4,0,15,26,-3
650,DEN,240,115,38,82,16,43,23,29,4,41,45,29,5,2,15,25,5
651,WAS,240,86,35,81,11,23,5,6,7,35,42,19,8,7,18,24,-6
652,CLE,240,92,32,83,8,25,20,24,13,36,49,22,9,5,14,10,6
653,MEM,240,116,44,100,7,23,21,26,19,42,61,23,5,10,14,24,6
654,ATL,240,127,48,83,13,31,18,22,5,40,45,27,8,8,12,19,27
655,CHI,240,110,39,93,9,20,23,30,6,35,41,17,9,3,10,17,-6
656,SAS,240,129,50,90,14,31,15,19,12,34,46,33,5,1,22,31,-4
657,DET,240,104,39,87,7,27,19,22,10,31,41,18,4,4,14,22,-9
658,MIA,240,133,47,83,12,28,27,38,4,28,32,25,8,3,12,20,4
659,BOS,240,113,42,88,10,26,19,21,10,27,37,31,5,6,10,21,9
660,TOR,240,100,38,95,10,32,14,19,11,31,42,25,5,2,13,26,-27
661,SAC,240,110,38,89,9,30,25,33,9,36,45,24,4,3,13,25,-5
662,NOP,240,117,38,87,8,29,33,41,16,37,53,21,10,4,11,18,15
663,SAS,290,157,57,105,9,29,34,43,16,34,50,35,6,3,17,22,4
664,LAC,240,105,41,83,10,26,13,19,7,40,47,25,8,8,17,19,3
665,LAL,240,102,39,93,8,31,16,21,13,34,47,18,8,7,12,17,-3
666,MIA,240,115,39,83,11,32,26,35,4,40,44,22,13,5,10,28,15
667,OKC,265,129,50,101,11,31,18,24,11,43,54,23,8,3,11,19,4
668,PHX,240,102,36,82,12,40,18,24,7,30,37,23,6,8,14,27,-15
669,IND,265,125,49,101,14,37,13,22,12,39,51,31,8,11,14,19,-4
670,DAL,240,109,42,88,17,39,8,8,8,22,30,22,9,3,12,21,-5
671,UTA,240,114,40,74,16,38,18,22,9,35,44,22,9,4,18,14,5
672,MIN,240,102,36,86,9,39,21,25,9,32,41,23,4,1,16,27,-31
673,PHI,240,133,42,82,19,39,30,36,6,36,42,30,10,0,12,23,31
674,TOR,240,93,37,84,6,23,13,23,10,26,36,18,6,4,17,12,-32
675,WAS,290,153,59,108,16,38,19,24,11,28,39,36,10,5,16,29,-4
676,HOU,240,111,44,94,14,47,9,20,10,31,41,22,12,3,13,24,-8
677,ORL,240,119,42,83,13,36,22,29,10,44,54,20,7,4,19,22,8
678,NYK,240,100,30,75,14,40,26,36,5,40,45,19,4,1,18,30,-15
679,CHA,240,125,52,94,15,40,6,9,13,39,52,34,10,7,18,20,32
680,GSW,240,132,45,88,15,41,27,32,10,36,46,36,10,7,12,23,37
681,BKN,240,106,39,94,7,29,21,28,8,30,38,25,8,4,11,16,-23
682,BOS,240,129,46,85,17,42,20,27,8,40,48,28,9,3,14,20,23
683,PHX,240,124,46,86,13,34,19,21,3,40,43,32,14,6,16,12,20
684,OKC,240,104,44,93,6,31,10,11,7,35,42,22,10,4,16,19,-20
685,CLE,240,103,34,77,12,35,23,34,8,35,43,20,3,7,12,21,-3
686,SAC,240,110,43,86,9,29,15,18,6,28,34,25,5,8,15,17,-18
